title,realisateur,acteur,annee,duree,code_barre,info,dewey,date_acquis,date_hors_circu,ref,ref_adav,resume,tags
"DESPERATE HOUSEWIVES : (Saison 2) Ep 05-04","DIVERS","M. CHERRY, C. PRATT,scé. M. CHERRY,mus.D.ELFMAN/ Int. M. CROSS/ E. LONGORIA/ T. HATCHER...","2005","168'","5000000003174","1 DVD-9 / 16/9 comp. 4/3 / Dolby Digital 5.1 / LG : Eng, Fre / S-T : Fre.","Comédie","2008-01-27T00:00:00.000Z",,500317,92768,"Quatre épisodes : On n'enterre que deux fois, Not in the mood for love, Sexe, voisins et vidéo, L'ex-femme de ma vie.",
"DESPERATE HOUSEWIVES : (Saison 2) Ep 09-12","DIVERS","M. CHERRY, C. PRATT,scé. M. CHERRY,mus.D.ELFMAN/ Int. M. CROSS/ E. LONGORIA/ T. HATCHER...","2005","168'","5000000003181","1 DVD-9 / 16/9 comp. 4/3 / Dolby Digital 5.1 / LG : Eng, Fre / S-T : Fre.","Comédie","2008-01-27T00:00:00.000Z",,500318,85518,"Quatre épisodes : La nonne, la brune et l'ex-truand, Mon père, ce tordu, Bon baiser de Gaby, Médicalement vôtre.",
"DESPERATE HOUSEWIVES : (Saison 2) Ep 13-16","DIVERS","M. CHERRY, C. PRATT,scé. M. CHERRY,mus.D.ELFMAN/ Int. M. CROSS/ E. LONGORIA/ T. HATCHER...","2005","168'","5000000003198","1 DVD-9 / 16/9 comp. 4/3 / Dolby Digital 5.1 / LG : Eng, Fre / S-T : Fre.","Comédie","2008-01-27T00:00:00.000Z",,500319,92770,"Quatre épisodes : Deux filles amies-ennemies, Un petit jeu plein de conséquences, Va boire un p'tit coup à la maison, Opère-moi si tu peux.",
"DESPERATE HOUSEWIVES : (Saison 2) Ep 17-20","DIVERS","M. CHERRY, C. PRATT,scé. M. CHERRY,mus.D.ELFMAN/ Int. M. CROSS/ E. LONGORIA/ T. HATCHER...","2005","168'","5000000003204","1 DVD-9 / 16/9 comp. 4/3 / Dolby Digital 5.1 / LG : Eng, Fre / S-T : Fre.","Comédie","2008-01-27T00:00:00.000Z",,500320,92771,"Quatre épisodes : Un fauteuil pour trois, Autant en emporte le vin, Je l'aime à mentir, Courage, fuyez.",
"DESPERATE HOUSEWIVES : (Saison 2) Ep 21-24","DIVERS","M. CHERRY, C. PRATT,scé. M. CHERRY,mus.D.ELFMAN/ Int. M. CROSS/ E. LONGORIA/ T. HATCHER...","2005","168'","5000000003211","1 DVD-9 / 16/9 comp. 4/3 / Dolby Digital 5.1 / LG : Eng, Fre / S-T : Fre.
	","Comédie","2008-01-27T00:00:00.000Z",,500321,92772,"Quatre épisodes : Allumer les feux, Le cercle des voisins disparus, Les tourbillons de la vie - 1re partie, Les tourbillons de la vie - 2e partie.",
"36, QUAI DES ORFEVRES","MARCHAL O.","Scé.O.MARCHAL,J.  RAPPENEAU,mus. A.RENOIR,E.KERMORVANT/Int.D.AUTEUIL/ G. DEPARDIEU/ A. DUSSOLLIER/ R. ZEM...","2004","110'","5000000003228","DVD 9 / 2.35, 16/9 compatible 4/3 / Master THX Digital / 5.1 ou DTS / LG : Fra / S-T : Eng + Fra pour sourds et malentendants / Commentaire audio d'Olivier Marchal.","Policier/Suspense","2008-01-27T00:00:00.000Z",,500322,61979,"Une lutte ouverte oppose deux chefs de brigade briguant le poste de grand patron du 36, quai des Orfèvres Un vrai spectacle à l'américaine, viril et efficace",
"LEGACY","SCOTT T.J.","J. GRADY,scé. T.SCOTT, K.LUND,mus.E.DI BERARDO/Int.D. HASSELHOFF/D. ROSE/R. STEIGER...","1998","94'","5000000003235","DVD 5 / Son 2.0 / LG : Fra, Eng / S-T : Fra, Eng / Aucun bonus.","Aventure/Action","2008-01-27T00:00:00.000Z",,500323,76441,"Photographe de guerre, Jack Scott se retrouve à Manille, où Lana, une jeune femme, lui demande son aide pour retrouver son père Tous les deux deviennent la cible d'un groupe de mercenaires",
"ROAD RAGE","SARAFIAN D.","D. TAYLOR, B.ROSS,scé.D.TAYLOR,J.MANOS JR.,mus.J.MCNEELY/Int. Y. BLEETH/ J.BURNS A.AUSTIN...","1999","120'","5000000003242","DVD 5 / Son 2.0 / LG : Fra, Eng / S-T : Fra / Aucun bonus.","Policier/Suspense","2008-01-27T00:00:00.000Z",,500324,76481,"Une erreur de conduite oblige Ellen à faire une queue de poisson à Eddie, un autre automobiliste Mal lui en a pris ! Eddie commence à la poursuivre et à la persécuter Inédit en salles",
"SPRING (THE )","JACKSON D.","C.IRVING, scé.J. WHITE,D. JACKSON,K. ROWELL,mus.P.GIFFIN/Int.A. EASTWOOD/ K. MC LACHLAN/J. CROSS...","2000","90'","5000000003259","Son dolby digital 2.0 / LG : Fra, Eng / S-T : Fra.
	","Science Fiction","2008-01-27T00:00:00.000Z",,500325,56569,"Partis camper en forêt, un père et son fils arrivent dans une bourgade mystérieuse renfermant un secret mortel Un thriller surnaturel inédit en salles, avec l'acteur de Blue velvet",
"ALWAYS","Steven SPIELBERG","Richard Dreyfuss, Holly Hunter, John Goodman, Audrey Hepburn","1989","124'","5000000003266","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 4/3
Format audio 	Dolby Digital 4.1
Langues 	allemand, anglais, espagnol, français, italien
	
Sous-titres 	allemand, anglais, bulgare, danois,","Comédie","2009-02-01T00:00:00.000Z",,500326,37311,"Remake heureux du film de 1941 Un vrai mélo avec grands sentiments et grands moments spectaculaires, c'est efficace et réussi",
"BEETLEJUICE","Tim BURTON","Geena Davis, Michael Keaton, Alec Baldwin","1988","92'","5000000003273","Standard  	DVD-10
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français, italien
	
Sous-titres 	anglais, espagnol, français, italien, n","Comédie","2009-02-01T00:00:00.000Z",,500327,23755,"Un délirant exercice d'humour noir pour tous les publics Les fantômes n'ont jamais été aussi drôles !",
"CANTELOUP AU PALAIS DES GLACES","Gilbert NAMIAND","CANTELOUP","2005","90'","5000000003280","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.33, 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Séquences bonus : LEquipe, Vivement Dimanche, Les Guignols,","Comédie","2009-02-01T00:00:00.000Z",,500328,66865," 	Mise en scène S.Joly,J.-L. Chaffre, écrit par C.Duthuron,P.Caverivière,S.Joly,J.-L. Chaffre,N.Canteloup. Irrésistible et subtil, il fait vivre une foule de personnages : R.Virenque, F.Barthez, J.-P.Raffarin, B.Laporte, M.-O.Fogiel, N.Aliagas, F.Cabrel,",
"COFFRET ALAIN RESNAIS","Alain RESNAIS","NULL","1966","662'","5000000003297","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.66:1, 16/9
Format audio 	Dolby Digital 2.0
Langues 	français
	
Sous-titres 	anglais, français","Aventure/Action","2009-02-01T00:00:00.000Z",,500329,111513,"La guerre est finie, La vie est un roman, L'amour à mort, Mélo, I want to go home et Mon oncle d'Amérique. (Voir détails aux titres).
",
"DEUX SURS POUR UN ROI","Justin CHADWICK","Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess, Mark Rylance","2008","115'","5000000003303","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	12 scènes coupées commentées par","Comédie dramatique","2009-02-01T00:00:00.000Z",,500330,107069,"La rivalité sanglante et destructrice entre deux surs qui se disputent une place dans le cur du roi Henry Tudor VIII Une fresque historique élégante, un récit académique",
"IL Y A LONGTEMPS QUE JE T'AIME","Philippe CLAUDEL"," 	Kristin Scott Thomas, Elsa Zylberstein, Frédéric Pierrot, Serge Hazanavicius, Claire Johnston, Laurent Grevill","2008","93'","5000000003310","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Making of, bande-annonce.
	","Comédie dramatique","2009-02-01T00:00:00.000Z",,500331,106920,"Juliette, qui na eu aucun lien avec sa famille depuis quinze ans, retrouve sa sur, qui l'accueille chez elle Du mystère, du suspense et surtout beaucoup d'humanité dans les retrouvailles
",
"INSEKTORS : 01","Renato, Georges Lacroix","NULL","1994","390'","5000000003327","Standard  	DVD-9
Codage 	PAL
Format vidéo 	4/3
Format audio 	Mono
Langues 	français
	
Sous-titres 	
Bonus 	Making of, fiche, extrait sur chaque personnage.
	","Animation","2009-02-01T00:00:00.000Z",,500332,67911," 	D'après G.LACROIX, RENATO, scé.V.HERBAUT, mus.J.DAVIDOVICI, anim.G.LOUET, G.MARRONE Une saga de science-fiction pleine d'humour et sans violence avec moult personnages rigolos L'intégralité de la série en 27 épisodes et animation 3D (Voir détails aux",
"INSEKTORS : 02","Renato, Georges Lacroix","NULL","1994","390'","5000000003334","Standard  	DVD-9
Codage 	PAL
Format vidéo 	4/3
Format audio 	Mono
Langues 	français
	
Sous-titres 	
Bonus 	Making of, fiche, extrait sur chaque personnage.
","Animation","2009-02-01T00:00:00.000Z",,500333,67911,"D'après G.LACROIX, RENATO,scé.V.HERBAUT, mus.J.DAVIDOVICI,anim.G.LOUET, G.MARRONE Une saga de science-fiction pleine d'humour et sans violence avec moult personnages rigolos L'intégralité de la série en 27 épisodes et animation 3D (Voir détails aux tit",
"INSEKTORS : 03","Renato, Georges Lacroix","NULL","1994","390'","5000000003341","Standard  	DVD-9
Codage 	PAL
Format vidéo 	4/3
Format audio 	Mono
Langues 	français
	
Sous-titres 	
Bonus 	Making of, fiche, extrait sur chaque personnage.","Animation","2009-02-01T00:00:00.000Z",,500334,67911,"D'après G.LACROIX,RENATO,scé.V.HERBAUT, mus.J.DAVIDOVICI, anim.G.LOUET, G.MARRONE Une saga de science-fiction pleine d'humour et sans violence avec moult personnages rigolos L'intégralité de la série en 27 épisodes et animation 3D (Voir détails aux tit",
"INTO THE WILD","Sean PENN","Emile Hirsch, Marcia Gay Harden, William Hurt, Jena Malone, Brian Dierker, Catherine Keener","2007","147'","5000000003358","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	français","Comédie dramatique","2009-02-01T00:00:00.000Z",,500335,105242,"Christopher McCandless, 22 ans, promis à un brillant avenir, décide de tout quitter et de prendre la route Un road-movie initiatique, bouleversant et lyrique, porté par une photographie somptueuse
",
"LYNCH : LOST HIGHWAY","David LYNCH","Bill Pullman, Patricia Arquette, Balthazar Getty","1996","135'","5000000003365","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	français","Comédie dramatique","2009-02-01T00:00:00.000Z",,500336,31992,"Un assassinat raconté par les différentes personnalités d'un meurtrier schizophrène et mis en scène par un maître de l'angoisse et de la perversion",
"LYNCH : TWIN PEAKS","David LYNCH","Ray Wise, Moira Kelly, Harry Dean Stanton, Sheryl Lee, Kiefer Sutherland","1992","129'","5000000003372","NULL","Science Fiction","2009-02-01T00:00:00.000Z",,500337,76038,"Le film (post-feuilleton télévisuel) au caractère extrême A quelques exceptions près, les acteurs du feuilleton reprirent leur personnage à l'écran Pour les Lynchiens certifiés",
"MADAGASCAR","Tom Mcgrath, Eric Darnell","NULL","2005","86'","5000000003389","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	anglais, français, arabe
Bonus 	Commentaires aud","Animation","2009-02-01T00:00:00.000Z",,500338,67888,"Stars du zoo de Manhattan, un lion, un zèbre, une girafe et un hippopotame rêvent de liberté et ils la trouveront à Madagascar Rythme alerte, gags qui senchaînent : très, très drôle !",
"MAFIA BLUES : 01","Harold RAMIS","Robert De Niro, Billy Crystal, Lisa Kudrow","1999","99'","5000000003396","Standard  	DVD-10
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français, italien
	
Sous-titres 	allemand, anglais, espagnol, français,","Comédie","2009-02-01T00:00:00.000Z",,500339,29476,"Un parrain en plein désarroi entame une analyse Deux cabotins en liberté dans une psy-comédie à l'humour acide, dans l'esprit des Sopranos",
"MAFIA BLUES : 02","Harold RAMIS","Robert De Niro, Billy Crystal, Lisa Kudrow","2002","92'","5000000003402","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	italien, anglais, français
	
Sous-titres 	anglais, allemand, espagnol, français, i","Comédie","2009-02-01T00:00:00.000Z",,500340,48141,"Dialogues poussifs, gags téléphonés et un De Niro grimaçant qui se surpasse Donc peu de délires à savourer mais vous êtes prévenu : une rechute, c'est jamais bon !",
"MONTY PYTHON : Sacré Graal","Terry Jones, Terry Gilliam","Terry Gilliam, John Cleese, Graham Chapman","1974","90'","5000000003419","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais
	
Sous-titres 	français
Bonus 	Sous-titres pour ceux qui naiment pas le","Comédie","2009-02-01T00:00:00.000Z",,500341,46105," 	Anachronisme et démystification Inspiré du mythe du roi Arthur, une parodie burlesque et délirante où rien n'est épargné",
"MONTY PYTHON : la vie de Brian","Terry JONES","Graham Chapman, Michael Palin, Terry Jones","1979","90'","5000000003426","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	allemand, anglais, hongrois
	
Sous-titres 	anglais, français, arabe
Bonus 	Docume","Comédie","2009-02-01T00:00:00.000Z",,500342,101391," 	Superpéplum sur la vie d'un personnage qui aurait pu être le Messie s'il n'avait pas tout simplement été Brian Une curieuse leçon d'histoire en forme de gag délirant
",
"NOS SOUVENIRS BRULES","Susanne BIER","Benicio del Toro, Halle Berry, Alexis Llewellyn, Micah Berry, John Carroll Lynch, David Duchovny","2007","118'","5000000003433","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	anglais, français
Bonus 	Discussion autour de N","Comédie dramatique","2009-02-01T00:00:00.000Z",,500343,107105," 	Après la mort de son mari, Audrey se tourne vers le meilleur ami de celui-ci, un homme qu'elle jugeait infréquentable Mélodrame qui évite les poncifs du genre pour s'en tenir à une émotion pudique
",
"PARIS/KLAPISCH","Cédric KLAPISCH","Juliette Binoche, Romain Duris, Fabrice Luchini","2008","130'","5000000003440","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0
Langues 	français
	
Sous-titres 	anglais
Bonus 	Sous-titres français pour sourds et malent","Comédie dramatique","2009-02-01T00:00:00.000Z",,500344,106948," 	Un Parisien malade dont les jours sont comptés découvre sa ville et ses habitants sous un autre jour Un film choral où s'entremêlent rires et larmes Encore une fois, Juliette Binoche est parfaite
",
"QUI A PEUR DE VIRGINIA WOOLF ?","Mike NICHOLS","Elizabeth Taylor (1932), Richard Burton, George Segal, Sandy Dennis","1966","129'","5000000003457","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0
Langues 	italien, anglais, français
	
Sous-titres 	français, anglais, islandais, italien, n","Comédie dramatique","2009-02-01T00:00:00.000Z",,500345,100642," 	Un couple invité à un dîner chez des amis assiste à une scène de ménage mémorable qui finira par se répercuter sur eux Un huis clos au ton paroxystique d'une rare intensité Chef-d'uvre !",
"SAGAN","Diane KURYS","Sylvie Testud, Pierre Palmade, Lionel Abelanski, Jeanne Balibar, Denis Podalydes, Arielle Dombasle","2008","117'","5000000003464","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0
Langues 	français
	
Sous-titres 	","Comédie dramatique","2009-02-01T00:00:00.000Z",,500346,109285,"Sylvie Testud incarne Françoise Sagan à la perfection, une femme devenue un mythe fait de formules brillantes, d'amours affranchies et de scandales tapageurs",
"SHERLOCK HOLMES - Coffret Basil Rathbone vol. 1  (7 dvd)","Alfred L. Werker, Adrian Rawlins, Sidney Lanfield","Basil Rathbone, Nigel Bruce, George Zucco","1939","512'","5000000003471","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.33, 4/3
Format audio 	Dolby Digital 2.0 Mono
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Contient le volume 1, 7 films remastérisés, v","Policier/Suspense","2009-02-01T00:00:00.000Z",,500347,108840," 	Le chien des Baskerville, Les aventures de Sherlock Holmes, La voix de la terreur, Sherlock Holmes et l'arme secrète, Sherlock Holmes à Washington, Echec à la mort",
"SHREK LE TROISIEME","Raman Hui, Chris Miller","NULL","2007","93'","5000000003488","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	français, anglais
Bonus 	Scènes supprimées, le g","Animation","2009-02-01T00:00:00.000Z",,500348,97920," 	Shrek doit absolument trouver un héritier pour le trône de Fort Fort Lointain s'il ne veut pas finir avec la couronne Shrek s'embourgeoise mais restent quelques moments de pure drôlerie
",
"SIX FEET UNDER : 01 (5 DVD)","Miguel Arteta, Alan Ball, John Patterson"," 	Michael C. Hall, Peter Krause, Lauren Ambrose","2001","NULL","5000000003495","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.33, 4/3
Format audio 	Dolby Digital 2.0 DPL
Langues 	hongrois, français, anglais
	
Sous-titres 	hongrois, français, anglais, finnois, islandais, néer","Comédie","2009-02-01T00:00:00.000Z",,500349,78971,"La série qui enterre les séries cultes ! Soixante-trois épisodes encensés par la critique et portés aux nues par les fans",
"SIX FEET UNDER : 02 (5 DVD)","Miguel Arteta, Alan Ball, John Patterson","Michael C. Hall, Peter Krause, Lauren Ambrose","2001","NULL","5000000003501","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.33, 4/3
Format audio 	Dolby Digital 2.0 DPL
Langues 	hongrois, français, anglais
	
Sous-titres 	hongrois, français, anglais, finnois, islandais, néer","Comédie","2009-02-01T00:00:00.000Z",,500350,78971,"La série qui enterre les séries cultes ! Soixante-trois épisodes encensés par la critique et portés aux nues par les fans",
"SIX FEET UNDER : 03 (5 DVD)","Miguel Arteta, Alan Ball, John Patterson","Michael C. Hall, Peter Krause, Lauren Ambrose","2001","NULL","5000000003518","NULL","Comédie","2009-02-01T00:00:00.000Z",,500351,78971,"La série qui enterre les séries cultes ! Soixante-trois épisodes encensés par la critique et portés aux nues par les fans
",
"SIX FEET UNDER : 04 (5 DVD)","Miguel Arteta, Alan Ball, John Patterson","Michael C. Hall, Peter Krause, Lauren Ambrose","NULL","NULL","5000000003525","NULL","Comédie","2009-02-01T00:00:00.000Z",,500352,78971,"La série qui enterre les séries cultes ! Soixante-trois épisodes encensés par la critique et portés aux nues par les fans",
"SIX FEET UNDER : 05 (5 DVD)","Miguel Arteta, Alan Ball, John Patterson","Michael C. Hall, Peter Krause, Lauren Ambrose","2001","NULL","5000000003532","NULL","Comédie","2009-02-01T00:00:00.000Z",,500353,78971,"La série qui enterre les séries cultes ! Soixante-trois épisodes encensés par la critique et portés aux nues par les fans",
"TASTE OF TEA (THE )","Katsuhito ISHII","Takahiro Sato, Banno Maya, Asano Tadanobu","2003","143'","5000000003549","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.66:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	japonais
	
Sous-titres 	français
Bonus 	Sous-titres français imposés, making of,","Comédie dramatique","2009-02-01T00:00:00.000Z",,500354,66759,"L'univers décalé d'une famille japonaise Une fable étonnante aux scènes fantastiques et loufoques, émaillée de moments de pure poésie et de nostalgie parfois Un voyage déroutant",
"TOURNEUSE DE PAGES (LA )","Denis DERCOURT","Pascal Greggory, Catherine Frot, Christine Citti, Déborah François, Clotilde Mollet, Xavier de Guillebon","2006","85'","5000000003556","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0 DPL
Langues 	français
	
Sous-titres 	
Bonus 	Entretiens avec l'équipe du film (38'), filmo","Comédie dramatique","2009-02-01T00:00:00.000Z",,500355,84234,"Une jeune fille devient la tourneuse de pages d'une musicienne qui l'évinça au concours d'entrée du conservatoire Maîtrise de la mise en scène, beau duo d'actrices dans une ambiance glaciale à souhait
",
"5ème COMMANDEMENT (LE )","Jesse V. JOHNSON","Rick Yune, Dania Ramirez, Keith David, Bokeem Woodbine, Roger Yuan","2008","90'","5000000003563","NULL","Aventure/Action","2009-02-01T00:00:00.000Z",,500356,108029,"A Bangkok, un tueur à gages refuse un dernier contrat pour protéger sa famille Il deviendra à son tour la cible de son commanditaire, qui lance à ses trousses les meilleurs assassins",
"CASINO ROYALE","Martin CAMPBELL","Giancarlo Giannini, Isaach De Bankolé, Simon Abkarian, Jeffrey Wright, Daniel Craig, Judi Dench, Mads Mikkelsen, Eva Green, Caterina Murino","2006","118'","5000000003570","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2.40, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	anglais, français, arabe","Aventure/Action","2009-02-01T00:00:00.000Z",,500357,92989,"Pour sa première mission, James bluffe le banquier du terrorisme international Retour aux bases, modernisation, hypervitaminé mais aussi plus sombre et plus dense Bluffant Un grand Bond",
"CRIA CUERVOS","Carlos SAURA","Géraldine Chaplin, Ana Torrent, Monica Randall, Hector Alterio, Florinda Chico, German Cobos","1976","105'","5000000003587","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.66:1, 16/9 compatible 4/3
Format audio 	
Langues 	indeterminée
	
Sous-titres 	français
Bonus 	Entretien avec Carlos Saura, Géraldine Chaplin et Ana","Comédie dramatique","2009-02-01T00:00:00.000Z",,500358,97462,"Un film fort, virtuose et indémodable, l'un des plus beaux sur le monde de l'enfance et le traumatisme que crée la mort de leurs deux parents à trois jeunes madrilènes Incontournable !",
"L'INCROYABLE HULK","Louis LETERRIER","Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson","2008","114'","5000000003594","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	DTS 5.1
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Scènes coupées (30'), commentaires audio d","Aventure/Action","2009-02-01T00:00:00.000Z",,500359,110132,"Pour sauver New York, Hulk doit affronter l'Abomination, un terrible monstre Dopé aux effets spéciaux et aux scènes d'action, ce blockbuster, fort bien mis en scène, est un honorable divertissement
",
"PREMIER JOUR DU RESTE DE TA VIE (LE )","Rémi BEZANCON","Zabou Breitman, Jacques Gamblin, Déborah François, Marc-André Grondin, Pio Marmaï, Cécile Cassel","2008","114'","5000000003600","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.85:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Sous-titrage français pour sourds et malentendant","Comédie dramatique","2009-02-01T00:00:00.000Z",,500360,110118,"Cinq jours décisifs dans la vie des membres d'une même famille Même s'il n'évite pas certains clichés, un film teinté de nostalgie, réalisé avec sensibilité Jacques Gamblin et Zabou sont irrésistibles !
",
"ASSASSINAT DE JESSE JAMES PAR LE LACHE ROBERT FORD","Andrew DOMINIK","Brad Pitt, Casey Affleck, Sam Shepard, Mary Louise Parker, Sam Rockwell, Zooey Deschanel","2007","159'","5000000003617","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2.40, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	anglais, français
	
Sous-titres 	anglais, français, grec, néerlandais","Aventure/Action","2009-12-20T00:00:00.000Z",,500361,101750,"Qui fut et comment est mort Jesse James ? Un film fleuve, étrange et envoûtant, qui renoue de belle manière avec le genre, porté par deux acteurs remarquables
Jesse James fut lune des premières superstars américaines. On a écrit dinnombrables livres e",
"COCO AVANT CHANEL","Anne FONTAINE","Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain, Emmanuelle Devos","2009","110'","5000000003624","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 5.1
Langues 	français
	
Sous-titres 	
Bonus 	Commentaire audio de la réalisatrice, du producte","Historique/Guerre","2009-12-20T00:00:00.000Z",,500362,119069,"L'histoire de Coco Chanel, qui personnifia la femme moderne avant de l'inventer Une interprète qui incarne à la perfection son personnage, une uvre sentimentale et attachante où tout est élégance",
"DANS LA BRUME ELECTRIQUE","Bertrand TAVERNIER","Tommy Lee Jones, John Goodman, Peter Sarsgaard, Mary Steenburgen, Kelly McDonald, Justina Machado","2008","117'","5000000003631","Standard  	DVD-9
Codage 	PAL
Format vidéo 	2,35:1, 16/9 compatible 4/3
Format audio 	Dolby Digital 2.0, Dolby Digital 5.1, DTS 5.1
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Maki","Policier/Suspense","2009-12-20T00:00:00.000Z",,500363,120778,"Louisiane. Un détective enquête sur un tueur en série qui s'attaque à de très jeunes femmes Une partition sur le mal, au passé et au présent, sur fond de blues Métaphysique et mélancolique
",
"Séraphine","Martin Provost","Yolande Moreau, Ulrich Tukur, Anne Bennent","2009","125","5000000003648","NULL","Comédie dramatique","2009-12-20T00:00:00.000Z",,500364,114472,"En 1912, le collectionneur allemand Wilhelm Uhde, premier acheteur de Picasso et découvreur du douanier Rousseau, loue un appartement à Senlis pour écrire et se reposer de sa vie parisienne. Il prend à son service une femme de ménage, Séraphine, 48 ans. Q",
"EN ANALYSE (Saison 1 : semaine 1 à 5)"," 	Paris Barclay, Rodrigo Garcia, Melanie Mayron","Gabriel Byrne, Blair Underwood, Dianne Wiest, Embeth Davidtz, Melissa George, Mia Wasikowska","2008","650'","5000000003655","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.78, 16/9 compatible 4/3
Format audio 	
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Contient le volume 1 de la saison 1.","Comédie dramatique","2009-12-20T00:00:00.000Z",,500365,119064," 	25 épisodes. Un thérapeute, compétent et attentionné avec ses patients, consulte à son tour un thérapeute afin de régler les désastres de sa vie privée
",
"EN ANALYSE (Saison 1 : semaine 6 à 9) (4 DVD)","Paris Barclay, Rodrigo Garcia, Melanie Mayron","Gabriel Byrne, Blair Underwood, Dianne Wiest, Embeth Davidtz, Melissa George, Mia Wasikowska","2008","396'","5000000003662","Standard  	DVD-9
Codage 	PAL
Format vidéo 	1.78, 16/9 compatible 4/3
Format audio 	
Langues 	anglais, français
	
Sous-titres 	français
Bonus 	Contient le volume 1 de la saison 1.","Comédie dramatique","2009-12-20T00:00:00.000Z",,500366,119075,"25 épisodes. Un thérapeute, compétent et attentionné avec ses patients, consulte à son tour un thérapeute afin de régler les désastres de sa vie privée
",
