"LA CAVERNE DU SOUVENIR";"";"";"LOMBARD";"F";"604";NULL;NULL;NULL;NULL
"CLARKE ET KUBRICK : T 03 LE MAITRE DE L'UNIVERS";"";"";"GLENAT";"F";"605";NULL;NULL;NULL;NULL
"LE MARCHAND D'IDEES : T 02 CARON DES GLACES";"COSSU";"";"GLENAT";"F";"606";NULL;NULL;NULL;NULL
"LE MARCHAND D'IDEES : T 03 LES NAUFRAGES DE LORELEI";"COSSU";"";"GLENAT";"F";"607";NULL;NULL;NULL;NULL
"PAS DE DEO GRATIAS POUR ROCK MASTARD";"DELAN";"";"BEDEFIL";"F";"608";NULL;NULL;NULL;NULL
"LES CHEMINS DE MALEFOSSE : T 03 LA VALLEE DE MISERE";"BARDET";"";"GLENAT";"A";"609";NULL;NULL;NULL;NULL
"JAUNES : T 05 AFFAIRES ROYALES";"BUCQUOY";"";"GLENAT";"F";"611";NULL;NULL;NULL;NULL
"LOUIS LA GUIGNE : T 04 LE JOUR DES FAUCONS";"DETHOREY";"GIROUD";"GLENAT";"P";"612";NULL;NULL;NULL;NULL
"LE CHARIOT DE THESPIS : T 03 KATHLEEN";"BONIFAY";"";"GLENAT";"A";"613";NULL;NULL;NULL;NULL
"VASCO : T 04 LES SENTINELLES DE LA NUIT";"CHAILLET";"";"LOMBARD";"A";"614";NULL;NULL;NULL;NULL
"JUSTIN HIRIART : T 01 ECUME DE SANG";"HARRIET";"";"GLENAT";"A";"615";NULL;NULL;NULL;NULL
"JUSTIN HIRIART : T 03 LE SECRET";"HARRIET";"";"GLENAT";"A";"616";NULL;NULL;NULL;NULL
"LA TERRE DE LA BOMBE : T 03 LES SORTILEGES DE PERP";"DURAND";"";"GLENAT";"F";"617";NULL;NULL;NULL;NULL
"LE TEMPLIER DE N.D. : T 02 L'ENVOUTEMENT";"VASSAUX";"PISCALIA";"DARGAUD";"A";"618";NULL;NULL;NULL;NULL
"VALERIAN : N 12 LES FOUDRES D'HYPSIS";"CHRISTIN";"";"DARGAUD";"F";"620";NULL;NULL;NULL;NULL
"LES AVENTURES DE MAX FRIDMAN : T02 LA PORTE D'ORIENT";"GIARDINO";"";"GLENAT";"P";"621";NULL;NULL;NULL;NULL
"DICK HERISSON : LE VOLEUR D'OREILLES";"SAVARD";"";"DARGAUD";"A";"622";NULL;NULL;NULL;NULL
"SOLDAT DE LUMIERE : T 01 LUEUR DANS LES COLLINES";"SIMON";"";"LAVAUZELLE";"A";"623";NULL;NULL;NULL;NULL
"LES AVENTURES DE F. JOUBERT : T 02 RAPT EN 24 IMAGES/SECONDE";"ROSSI";"";"GLENAT";"A";"624";NULL;NULL;NULL;NULL
"LE THEOREME DE BELL";"";"";"ALBIN MICHEL";"F";"625";NULL;NULL;NULL;NULL
"CARNAGE +";"BERNET";"TRILLO";"ALBIN MICHEL";"A";"626";NULL;NULL;NULL;NULL
"DIETER LUMPENLE : T 01 POIGNARD D'ISTAMBUL";"PELLEJERO";"";"MAGIC STRIP";"A";"627";NULL;NULL;NULL;NULL
"LA QUETE DE L'OISEAU DU TEMPS : T 01 LA CONQUE DE RAMOR";"LE TENDRE";"";"DARGAUD";"F";"628";0000-00-00;"";NULL;NULL
"AVENTURES DE CLIFF BURTON : T 02 L'OMBRE DE VICTORIA";"DURAND";"RODOLPHE (AVEC GARCIA)";"DARGAUD";"A";"629";0000-00-00;"";NULL;NULL
"FOC : T ? LES MANGEURS D'ESPOIR";"DURAND";"DURAND";"DARGAUD";"F";"630";0000-00-00;"";NULL;NULL
"RESTE-T-IL DU MIEL POUR LE THE ?";"LESUEUR";"HARLE";"DARGAUD";"A";"631";0000-00-00;"";NULL;NULL
"L'ILE AUX CHIENS";"VIDAL";"CLAVE";"DARGAUD";"A";"632";0000-00-00;"";NULL;NULL
"LE NAUFRAGE INFINI";"MORA";"GARCIA";"DARGAUD";"A";"633";0000-00-00;"";NULL;NULL
"LES INNOCENTS D'EL ORO";"VIDAL";"CLAVE";"DARGAUD";"A";"634";0000-00-00;"";NULL;NULL
"CORNET D'HUMOUR";"DELAN";"";"DARGAUD";"H";"635";0000-00-00;"";NULL;NULL
"EN ATTENDANT LE PRINTEMPS";"CHRISTIN";"";"DARGAUD";"F";"636";0000-00-00;"";NULL;NULL
"ALVAR MAYOR";"BRECCIA";"TRILLO";"DARGAUD";"A";"637";0000-00-00;"";NULL;NULL
"UN APRES-MIDI AU CIRQUE";"LACOME";"";"DARGAUD";"F";"638";0000-00-00;"";NULL;NULL
"CAPES ET POIGNARDS";"MAUROVIC";"";"DARGAUD";"A";"639";0000-00-00;"";NULL;NULL
"LOLLA";"";"";"DARGAUD";"F";"640";0000-00-00;"";NULL;NULL
"ANNIE MAL";"";"";"DARGAUD";"H";"641";0000-00-00;"";NULL;NULL
"LE MOINE FOU : T 02 LA MEMOIRE DE PIERRE";"VINK";"";"DARGAUD";"A";"642";0000-00-00;"";NULL;NULL
"A L'OUEST D'EDEN";"PRATT";"";"DARGAUD";"A";"643";0000-00-00;"";NULL;NULL
"CHANCELLOR : L'AIGUILLE DE FEU";"DUCHATEAU";"";"DARGAUD";"F";"644";NULL;NULL;NULL;NULL
"DANS LES VILLAGES : N 04 LE REVEUR DE REALITE";"";"";"DARGAUD";"F";"645";NULL;NULL;NULL;NULL
"PAULETTE : N 04";"PICHARD";"";"DARGAUD";"E";"646";NULL;NULL;NULL;NULL
"ALLAIVE : T ? UN MOME DE PERDU";"";"";"DARGAUD";"F";"647";NULL;NULL;NULL;NULL
"PACIFIQUE SUD : T 2 VIC VOYAGE";"";"";"DARGAUD";"F";"648";NULL;NULL;NULL;NULL
"CONTES FRIPONS";"";"";"DARGAUD";"F";"649";NULL;NULL;NULL;NULL
"ORN : T 01 COEUR DE CHIEN";"COTHIAS";"";"DARGAUD";"F";"650";NULL;NULL;NULL;NULL
"BLUEBERRY : T 09 LA PISTE DES SIOUX";"GIRAUD";"CHARLIER";"DARGAUD";"A";"651";NULL;NULL;NULL;NULL
"LA MARQUE DE LA SORCIERE : T 02 LA LOUVE";"HARRIET";"REDONDO";"DARGAUD";"A";"652";NULL;NULL;NULL;NULL
"ACHILLE TALON N'A PAS TOUT DIT";"";"";"DARGAUD";"H";"653";NULL;NULL;NULL;NULL
"ACHILLE TALON : LA TRAVERSEE DU DESERT";"";"";"DARGAUD";"H";"654";NULL;NULL;NULL;NULL
"VIC VALENCE : T 01 UNE NUIT CHEZ TENNESSEE";"";"";"GLENAT";"A";"655";NULL;NULL;NULL;NULL
"BERLIN : T 01 LES PLUMES DE L'ARGUS";"";"";"GLENAT";"A";"656";NULL;NULL;NULL;NULL
"IVOR : UN JOUR, UN MERCENAIRE";"";"";"LOMBARD";"A";"657";NULL;NULL;NULL;NULL
"JUGURTHA : T 09 LE GRAND ZEBRE SORCIER";"HERMANN - FRANZ";"";"LOMBARD";"A";"658";NULL;NULL;NULL;NULL
"ARIA : T 07 LE TRIBUNAL DES CORBEAUX";"";"";"LOMBARD";"A";"659";NULL;NULL;NULL;NULL
"BOB MORANE : N 16 GUERRE DES BALEINES";"CORIA";"";"LOMBARD";"A";"660";NULL;NULL;NULL;NULL
"JONATHAN : T 10 ONCLE HOWARD EST DE RETOUR";"";"";"LOMBARD";"A";"661";NULL;NULL;NULL;NULL
"JONATHAN : T 11 CREYSHORE ISLAND";"";"";"LOMBARD";"A";"662";NULL;NULL;NULL;NULL
"KARGA : LE 7EME UNIVERS";"VERNES";"";"LOMBARD";"F";"663";NULL;NULL;NULL;NULL
"TABLEAUX DE CHASSE - WILLIAM LAPOIRE";"ERNST";"";"LOMBARD";"H";"664";NULL;NULL;NULL;NULL
"LA FEMME DU MAGICIEN";"BOUCQ";"CHARYN";"CASTERMAN";"A";"665";NULL;NULL;NULL;NULL
"ADELE BLANC-SEC : T 06 LE NOYE A DEUX TETES";"TARDI";"TARDI";"CASTERMAN";"F";"666";NULL;NULL;NULL;NULL
"YOKO TSUNO : N 04 AVENTURES ELECTRONIQUES";"";"";"DUPUIS";"F";"668";NULL;NULL;NULL;NULL
"GASTON LAGAFFE : R 02 BUREAU DES GAFFES EN GROS";"FRANQUIN";"";"DUPUIS";"H";"669";NULL;NULL;NULL;NULL
"LES EAUX DE MORTELUNE : T 01 L'ECHIQUIER DU RAT";"COTHIAS";"ADAMOV";"GLENAT";"F";"672";NULL;NULL;NULL;NULL
"CAPITAINE CORMORANT";"FENZO";"";"GLENAT";"A";"673";NULL;NULL;NULL;NULL
"LES 7 VIES DE L'EPERVIER : T 03 L'ARBRE DE MAI";"COTHIAS";"";"GLENAT";"A";"674";NULL;NULL;NULL;NULL
"STORM : T 03 LE PEUPLE DU DESERT";"MATENA";"";"GLENAT";"F";"675";NULL;NULL;NULL;NULL
"SERGE MORAND : T 03 LADY ROCK";"SANAHUJAS";"DUCHATEAU";"GLENAT";"P";"677";NULL;NULL;NULL;NULL
"ALEX CONTRE LE HIBOU : T 01 ALEX GENTLEMAN";"";"";"GLENAT";"H";"678";NULL;NULL;NULL;NULL
"DOCTEUR VENTOUSE, BOBOLOGUE : T 02";"";"";"BRETECHER";"H";"679";NULL;NULL;NULL;NULL
"FREDDY LOMBARD : LA COMETE DE CARTHAGE";"";"";"HUMANOIDES";"A";"681";0000-00-00;NULL;NULL;NULL
"MARSEIL";"";"";"HUMANOIDES";"F";"682";0000-00-00;NULL;NULL;NULL
"WOLINSKI JUNIOR";"";"";"ALBIN MICHEL";"H";"684";0000-00-00;NULL;NULL;NULL
"LEON LA TERREUR ATTEINT LES SOMMETS";"SCHIPPERS";"";"ALBIN MICHEL";"H";"685";0000-00-00;NULL;NULL;NULL
"ILS SONT MOCHES";"";"";"ALBIN MICHEL";"H";"686";0000-00-00;NULL;NULL;NULL
"SIGI CHEZ LES SICAMBRES";"";"";"ARMONIA";"H";"687";0000-00-00;NULL;NULL;NULL
"MUSK";"DE FROIDEMONT";"";"ARMONIA";"F";"688";0000-00-00;NULL;NULL;NULL
"LES CHIENS DE DIEU - CAROLUS DES FLANDRES";"KESSELRING";"";"KESSELRING";"A";"689";0000-00-00;NULL;NULL;NULL
"T.B. EST BIEN LE PLUS FORT";"SMOD";"";"KESSELRING";"A";"690";0000-00-00;NULL;NULL;NULL
"ZEMBO - TETE DE CUIVRE";"";"";"KESSELRING";"A";"691";0000-00-00;NULL;NULL;NULL
"DEDICATED TO CORTO MALTESE";"";"";"KESSELRING";"A";"692";0000-00-00;NULL;NULL;NULL
"ARYANNE : T 01 LES AMANTS FOUDROYES";"TERENCE - SMIT";"TERENCE - SMIT";"HIMALAYA";"A";"693";0000-00-00;NULL;NULL;NULL
"CHIWANA, BARILS, BARBOUZES ET BARILLETS";"MALIK";"";"ARCHERS";"A";"694";0000-00-00;NULL;NULL;NULL
"LE SYNDROME DES SORCIERS : T 01 LA MEMOIRE ALBINOS";"STRENG";"";"BEDESCOPE";"F";"695";0000-00-00;NULL;NULL;NULL
"ST GERMAIN DES MORTS";"BODART";"STRENG";"BEDESCOPE";"A";"696";0000-00-00;NULL;NULL;NULL
"AVENTURE A SARAJEVO";"CRAENHALS";"";"BEDESCOPE";"A";"697";0000-00-00;NULL;NULL;NULL
"LYON, COMME DES CHIENS";"";"";"LUCIEN SOUNY";"A";"698";0000-00-00;NULL;NULL;NULL
"PHARAON : DES OMBRES SUR LE SABLE";"DUCHATEAU";"";"NOVEDI";"F";"699";0000-00-00;NULL;NULL;NULL
"PACUSH BLUES : DESTIN FARCEUR";"PTILUC";"PTILUC";"VENTS D'OUEST";"H";"700";0000-00-00;NULL;NULL;NULL
"PORFIRIO ET GABRIEL";"";"";"FUTUROPOLIS";"H";"701";0000-00-00;NULL;NULL;NULL
"L'HOMME A LA VALISE";"";"";"FLUIDE GLACIAL";"H";"702";0000-00-00;NULL;NULL;NULL
"CARMEN CRU : T 01 RENCONTRE DU 3EME AGE";"";"";"FLUIDE GLACIAL";"H";"703";0000-00-00;NULL;NULL;NULL
"CHARLOTTE ET LE TRESOR DES TEMPLIERS";"";"";"OKAPI";"A";"705";0000-00-00;NULL;NULL;NULL
"ANAELLE ET MYRIOS : LA NUIT DES ARCHERS";"DEFFEYES";"";"OKAPI";"A";"706";0000-00-00;NULL;NULL;NULL
"UNE NUIT CHEZ LES MARX";"LESUEUR";"JEAN-PHILIPPE";"DARGAUD";"A";"707";0000-00-00;NULL;NULL;NULL
"LES SAISONS DE LA VIE : T 03 GRISAILLES";"DEWAMME";"";"LOMBARD";"A";"708";0000-00-00;NULL;NULL;NULL
"TRANCHES DE VIE : T 05";"";"";"DARGAUD";"H";"709";0000-00-00;NULL;NULL;NULL
"XIII : T 03 TOUTES LES LARMES DE L'ENFER";"VANCE";"VAN HAMME";"DARGAUD";"A";"710";0000-00-00;NULL;NULL;NULL
"JEREMIAH : T 12 JULIUS ET ROMEA";"HERMANN";"HERMANN";"NOVEDI";"A";"713";0000-00-00;NULL;NULL;NULL
"DURANGO : T 01 LES CHIENS MEURENT EN HIVER";"SWOLFS";"";"ARCHERS";"A";"714";0000-00-00;NULL;NULL;NULL
"LA TOILE ET LA DAGUE : T 01 MORT SUR LE BUCHER";"AIDANS";"DUFAUX";"DARGAUD";"A";"715";0000-00-00;NULL;NULL;NULL
"DURANGO : T 02 LES FORCES DE LA COLERE";"SWOLFS";"";"ARCHERS";"A";"716";0000-00-00;NULL;NULL;NULL
"TRAFIC";"COTHIAS";"";"OKAPI";"A";"717";NULL;NULL;NULL;NULL
"LE CHENE DU REVEUR";"BENOIST - MAUROUARD";"";"OKAPI";"A";"718";NULL;NULL;NULL;NULL
"ALEF THAU : T 03 LE ROI BORGNE";"ARNO";"ARNO";"HUMANOIDES";"F";"719";NULL;NULL;NULL;NULL
"LES BIDOCHON : T 08 VENT DU SOIR";"BINET";"BINET";"FLUIDE GLACIAL";"H";"720";NULL;NULL;NULL;NULL
"STEPHANE : T 02 A L'EST DE KARAKULCK";"CEPPI";"";"CASTERMAN";"A";"722";NULL;NULL;NULL;NULL
"PASTICHES : T 01 ECOLE FRANCO-BELGE";"BRUNEL";"";"GLENAT";"H";"723";NULL;NULL;NULL;NULL
"STEPHANE : T 07 CAPTIFS DU CHAOS";"CEPPI";"";"CASTERMAN";"A";"724";NULL;NULL;NULL;NULL
"CORTO MALTESE : LA MAISON DOREE DE SAMARKAND";"PRATT";"";"CASTERMAN";"A";"725";NULL;NULL;NULL;NULL
"LE REVE DU REQUIN : T 01 LA FOURMILIERE DU LAGOS";"";"";"GLENAT";"A";"726";NULL;NULL;NULL;NULL
"AVENTURE PHIL PERFECT : MEURTRE DANS LE PHARE";"LANDON";"";"HUMANOIDES";"A";"727";NULL;NULL;NULL;NULL
"PASTICHES : T 03 ECOLE FRANCO-BELGE";"BRUNEL";"";"GLENAT";"H";"728";NULL;NULL;NULL;NULL
"PASTICHES : T 02 ECOLE AMERICAINE";"BRUNEL";"";"GLENAT";"H";"729";NULL;NULL;NULL;NULL
"BLANCHE";"GROUX";"";"KESSELRING";"A";"730";NULL;NULL;NULL;NULL
"SPIRIT : LE PARFUM DE LA DAME EN ROUGE";"EISNER";"";"ALBIN MICHEL";"A";"731";NULL;NULL;NULL;NULL
"AVENTURE EN JAUNE";"CONRAD";"";"GLENAT";"H";"732";NULL;NULL;NULL;NULL
"MARION DUVAL ET LA VOIX D'ELISA BEAUCHANT";"POMMAUX";"";"ASTRAPI";"A";"734";NULL;NULL;NULL;NULL
"CONAN DOYLE MENE L'ENQUETE";"PASCAL";"";"OKAPI";"P";"735";0000-00-00;NULL;NULL;NULL
"BAKELANDT : T 02 L'EMISSAIRE";"LEEMANS";"";"ANSALDI";"A";"736";0000-00-00;NULL;NULL;NULL
"CHRONIQUES DE FIN DE SIECLE : T 05 MOURIR A CREYSMALVILLE";"BUCQUOY";"";"ANSALDI";"F";"737";0000-00-00;NULL;NULL;NULL
"LES MAITRES DU SILENCE : T 01 LA CITE DU NON-RETOUR";"FERRANDINO";"";"GLENAT";"F";"738";0000-00-00;NULL;NULL;NULL
"MEMORY : T 01 LE BAL DES MANDIBULES";"COTHIAS";"";"GLENAT";"A";"739";0000-00-00;NULL;NULL;NULL
"LE VENT DES DIEUX : T 02 LE VENTRE DU DRAGON";"COTHIAS";"";"GLENAT";"A";"740";0000-00-00;NULL;NULL;NULL
"THORGAL : T 02 L'ILE DES MERS GELEES";"VAN HAMME";"";"LOMBARD";"F";"741";0000-00-00;NULL;NULL;NULL
"PASTISHES : 5 VOLUMES DE PASTICHE, 1 VOLUME DE PORNO";"";"";"GLENAT";"H";"746";0000-00-00;NULL;NULL;NULL
"LA DERNIERE RECRE";"TRILLO";"";"GLENAT";"A";"742";0000-00-00;NULL;NULL;NULL
"ROUTE DES FALAISES";"RODOLPHE";"";"VENTS D'OUEST";"F";"743";0000-00-00;NULL;NULL;NULL
"OLYCKA : T 01 LA DAME DE LETTONIE";"SUBERCAZE";"";"LA LITOTE";"F";"744";0000-00-00;NULL;NULL;NULL
"TETFOL : T 07 LA PIERRE DES CERTITUDES";"";"";"LOMBARD";"F";"745";0000-00-00;NULL;NULL;NULL
"BEATIFICAT BLUES : T 01";"DUFAUX";"";"DARGAUD";"F";"747";0000-00-00;NULL;NULL;NULL
"DERRIERE LA HAIE DE BAMBOUS";"";"";"LOMBARD";"A";"748";0000-00-00;NULL;NULL;NULL
"BRUCE J. HAWKER : T 02 L'ORGIE DES DAMNES";"DUCHATEAU";"";"LOMBARD";"A";"749";0000-00-00;NULL;NULL;NULL
"LE BAL DU RAT MORT : T 01";"BUCQUOY";"";"GLENAT";"F";"750";0000-00-00;NULL;NULL;NULL
"LUCKY LUKE : LE RANCH MAUDIT";"LETURGIE - GUYLUV";"";"DARGAUD";"H";"751";NULL;NULL;NULL;NULL
"AU NOM DE TOUS LES MIENS : T 01 LES FOURMIS";"COTHIAS";"";"GLENAT";"A";"752";NULL;NULL;NULL;NULL
"THORGAL : T 01 LA MAGICIENNE TRAHIE";"VAN HAMME";"";"LOMBARD";"F";"753";NULL;NULL;NULL;NULL
"LE DESTIN DE SARAH : T 01 DANS LA GUEULE DU LOOK";"";"";"GLENAT";"F";"754";NULL;NULL;NULL;NULL
"L'EMPIRE DE TRIGAN : T 02 ELEKTRON EN PERIL";"BUTTERWORTH";"BUTTERWORTH";"GLENAT";"F";"755";NULL;NULL;NULL;NULL
"LA TERRE DE LA BOMBE : T 05 POUR LES BEAUX YEUX DE LA PRINCES";"DURAND";"";"GLENAT";"F";"756";NULL;NULL;NULL;NULL
"A L'OMBRE DES DIEUX";"CONVARD";"";"LOMBARD";"A";"757";NULL;NULL;NULL;NULL
"YOKO TSUNO : N 16 LE DRAGON DE HONG KONG";"";"";"DUPUIS";"F";"758";NULL;NULL;NULL;NULL
"CHRONIQUE DE LA MAISON LE QUEANT : T 02 LES QUARANTES-HUITARD";"BARDET";"";"GLENAT";"A";"759";NULL;NULL;NULL;NULL
"LES TOURS DE BOIS MAURY : T 02 ELOISE DE MONTGRI";"";"";"GLENAT";"A";"760";NULL;NULL;NULL;NULL
"LES TOURS DE BOIS MAURY : T 03 GERMAIN";"";"";"GLENAT";"A";"761";NULL;NULL;NULL;NULL
"LES HERITIERS DU SOLEIL : T 01 LE MASQUE DE MORT";"BIHEL";"";"GLENAT";"A";"762";NULL;NULL;NULL;NULL
"LES CHEMINS DE LA GLOIRE : T 02 UN JEUNE HOMME AMBITIEUX";"BUCQUOY";"";"GLENAT";"A";"763";NULL;NULL;NULL;NULL
"TIMON DES BLES : T 01 LE REVE D'AMERIQUE";"BARDET";"";"GLENAT";"A";"764";NULL;NULL;NULL;NULL
"MAITRE BERGER : T 02 LA VEUVE DE CONFOLENS";"DUMAS";"RIVIERE";"GLENAT";"P";"765";NULL;NULL;NULL;NULL
"MAXIME TURBILLON - DU SANG SUR LES GROSEILLES";"LAX";"AUBRUN";"GLENAT";"H";"766";NULL;NULL;NULL;NULL
"BEC EN FER - PAS D'ARMAGNACS POUR BEC EN FER !";"";"";"FLEURUS";"H";"767";NULL;NULL;NULL;NULL
"BEC EN FER - LE COMPLOT DE BEC EN FER";"";"";"FLEURUS";"H";"768";NULL;NULL;NULL;NULL
"STONE : T 02 AGENT DE MOSCOU";"BUCQUOY";"";"GLENAT";"A";"769";NULL;NULL;NULL;NULL
"DANS L'OMBRE DU SOLEIL : T 02 MANTELL";"";"";"GLENAT";"F";"771";NULL;NULL;NULL;NULL
"LE CHARIOT DE THESPIS : T 02 L'INDIEN NOIR";"";"";"GLENAT";"A";"772";NULL;NULL;NULL;NULL
"STORM : T 04 L'ENFER VERT";"MATENA";"";"GLENAT";"F";"773";NULL;NULL;NULL;NULL
"L'EMPIRE DE TRIGAN : T 04 LA VENGEANCE DE DARAK";"BUTTERWORTH";"BUTTERWORTH";"GLENAT";"F";"774";NULL;NULL;NULL;NULL
"SANG D'ARMENIE";"VIDAL";"CLAVE";"DARGAUD";"A";"775";NULL;NULL;NULL;NULL
"FELINA : L'OGRE DU DJEBEL";"GOETZINGER";"MORA";"DARGAUD";"A";"776";NULL;NULL;NULL;NULL
"LA BOITE MORTE : LE VENGEUR ET SON DOUBLE";"PUCHULU";"CHRISTIN";"DARGAUD";"A";"777";NULL;NULL;NULL;NULL
"UN CERCLE MAGIQUE";"TOURNADRE";"CHRISTIN";"DARGAUD";"A";"778";NULL;NULL;NULL;NULL
"INEPUISABLE SNOOPY";"";"";"DARGAUD";"H";"779";NULL;NULL;NULL;NULL
"MAC COY - LES COLLINES DE LA PEUR";"PALACIOS";"GOURMELEN";"DARGAUD";"A";"781";NULL;NULL;NULL;NULL
"SENTIMENTAL";"FREMOND";"";"DARGAUD";"A";"782";NULL;NULL;NULL;NULL
"CHANCES";"ALTUNA";"";"DARGAUD";"A";"783";NULL;NULL;NULL;NULL
"MARIE L'AVENTURE : LA MORT ROUGE";"UDERZO";"MIGEAT - UGHETTO";"DARGAUD";"A";"784";NULL;NULL;NULL;NULL
"LEONARD : T 04 HI-FI GENIE";"DE GROOT";"";"DARGAUD";"H";"785";NULL;NULL;NULL;NULL
"YOKO TSUNO : N 14 LE FEU DE WOTAN";"";"";"DUPUIS";"F";"786";NULL;NULL;NULL;NULL
"GASTON LAGAFFE : T 10 LE GEANT DE LA GAFFE";"FRANQUIN";"";"DUPUIS";"H";"787";NULL;NULL;NULL;NULL
"GASTON LAGAFFE : T 07 UN GAFFEUR SACHANT GAFFER";"FRANQUIN";"";"DUPUIS";"H";"788";NULL;NULL;NULL;NULL
"SPIROU ET FANTASIO : T 33 VIRUS";"JANRY";"";"DUPUIS";"H";"789";NULL;NULL;NULL;NULL
"LES SCHTROUMPFS : T 11 LES SCHTROUMPFS OLYMPIQUES";"PEYO";"PEYO";"DUPUIS";"S";"790";NULL;NULL;NULL;NULL
"MERDICHESKY";"ALTUNA";"TRILLO";"CAMPUS";"A";"791";NULL;NULL;NULL;NULL
"LES CITES OBSCURES : LES MURAILLES DE SAMARIS";"PEETERS";"";"CASTERMAN";"F";"792";NULL;NULL;NULL;NULL
"TONTON MARCEL : LE GENIE DU SIECLE";"FRANC";"";"CASTERMAN";"VS";"793";NULL;NULL;NULL;NULL
"LEFRANC : LES PORTES DE L'ENFER";"MARTIN";"CHAILLET";"CASTERMAN";"A";"794";NULL;NULL;NULL;NULL
"ALIX : LA TOUR DE BABEL";"MARTIN";"";"CASTERMAN";"A";"795";NULL;NULL;NULL;NULL
"TONTON MARCEL : CAPITAINE D'INDUSTRIE";"FRANC";"";"CASTERMAN";"H";"796";NULL;NULL;NULL;NULL
"CARNETS D'ORIENT : T01";"FERRANDEZ";"";"CASTERMAN";"A";"797";NULL;NULL;NULL;NULL
"CARRAT VANDALL - REQUIEM EN FA DIESE MINEUR";"CARPENTRIE";"";"ANSALDI";"A";"798";NULL;NULL;NULL;NULL
"TENDRE BANLIEUE : LA BRIQUETERIE";"TITO";"TITO";"OKAPI";"VS";"799";NULL;NULL;NULL;NULL
"CONTES ET SORTILEGES DU MOYEN AGE : LE CRI DU FAUCON";"";"";"LOMBARD";"F";"800";NULL;NULL;NULL;NULL
"VASCO : T 05 LES BARONS";"CHAILLET";"";"LOMBARD";"A";"801";NULL;NULL;NULL;NULL
"BRUCE J. HAWKER : T 03 PRESS GANG";"DUCHATEAU";"";"LOMBARD";"A";"802";NULL;NULL;NULL;NULL
"LE SIGNE DU TAUREAU : T 01 LES CORNES DU CRAPEAU";"COTHIAS";"";"GLENAT";"A";"803";NULL;NULL;NULL;NULL
"DE SILENCE ET DE SANG : T 02 MULBERRY STREETS";"CORTEGGIANI";"MITTON";"GLENAT";"A";"804";NULL;NULL;NULL;NULL
"BD NOIRE : LES ENQUETES DE SAM PEZZO : T 04";"GIARDINO";"";"GLENAT";"P";"805";NULL;NULL;NULL;NULL
"YERUSHALAIM : T 02 L'HIVER DE FAUST";"MOYNOT";"";"GLENAT";"A";"806";NULL;NULL;NULL;NULL
"IBERLAND : T 03 LA NUIT DES ANGES DECHUS";"DE ANGELIS";"";"GLENAT";"F";"807";NULL;NULL;NULL;NULL
"MEMORY : T 02 LE CARGO SOUS LA MER";"COTHIAS";"";"GLENAT";"A";"808";NULL;NULL;NULL;NULL
"LES HEROS CAVALIERS : T 01 PERD CHEVAL";"COTHIAS";"TARRAL";"GLENAT";"A";"809";NULL;NULL;NULL;NULL
"SOLEDAD : T 04 LA MEMOIRE BLESSEE";"";"";"GLENAT";"A";"810";NULL;NULL;NULL;NULL
"LES AIGLES DECAPITES : T 01 LA NUIT DES JONGLEURS";"PELLERIN";"PIERRET";"GLENAT";"A";"811";NULL;NULL;NULL;NULL
"ORN : T 05 CHIEN DE COEUR";"COTHIAS";"";"DARGAUD";"F";"812";NULL;NULL;NULL;NULL
"CARGO : T 04 LE MATA-HARI";"";"";"GLENAT";"A";"813";NULL;NULL;NULL;NULL
"FORUM";"";"";"FLUIDE GLACIAL";"H";"814";NULL;NULL;NULL;NULL
"JEAN-PIERRE L'HEUREUX";"BUCQUOY";"";"GLENAT";"H";"815";NULL;NULL;NULL;NULL
"RAYMOND CALBUTH : T 01 FILS DU VENT";"TRONCHET";"";"GLENAT";"H";"816";NULL;NULL;NULL;NULL
"LES AIGLES DECAPITES : T 02 L'HERITIER SANS NOM";"PELLERIN";"PIERRET";"GLENAT";"A";"817";NULL;NULL;NULL;NULL
"TORPEDO : N 03 NI FLEURS NI COURONNES";"BERNET";"ABULI";"ALBIN MICHEL";"A";"819";NULL;NULL;NULL;NULL
"TORPEDO : N 05 EN VOITURE SIMONE";"BERNET";"ABULI";"ALBIN MICHEL";"A";"820";NULL;NULL;NULL;NULL
"TORPEDO : N 06 SALE TEMPS !";"BERNET";"ABULI";"ALBIN MICHEL";"A";"821";NULL;NULL;NULL;NULL
"UN MAX DE MAD";"";"";"ALBIN MICHEL";"H";"822";NULL;NULL;NULL;NULL
"CONCERTOS POUR OMOPLATES : T 10";"";"";"FLUIDE GLACIAL";"H";"823";NULL;NULL;NULL;NULL
"L'APPEL DU FOSSOYEUR";"";"";"FLUIDE GLACIAL";"H";"824";NULL;NULL;NULL;NULL
"COSMOPOLIS : LLEJOUR DE GLOIRE";"";"";"MAGIC STRIP";"F";"825";NULL;NULL;NULL;NULL
"LE VERROU";"ERIC";"";"DARGAUD";"F";"827";NULL;NULL;NULL;NULL
"LA VENGEANCE D'ARN";"DIONNET";"";"HUMANOIDES";"F";"828";NULL;NULL;NULL;NULL
"CARMEN CRU : T 04 NI DIEU, NI MAITRE";"";"";"FLUIDE GLACIAL";"H";"829";NULL;NULL;NULL;NULL
"LOUIS LA GUIGNE : T 05 L'ESCOUADE POURPRE";"DETHOREY";"GIROUD";"GLENAT";"P";"830";NULL;NULL;NULL;NULL
"CLOSH EN STOCK";"BEN RADIS";"DODO";"HUMANOIDES";"H";"831";NULL;NULL;NULL;NULL
